Time,Meter Tilt (in degrees),Tide (in ft)
2018-12-30 18:23,,2.245
2018-12-31 00:00:00,4.294590414333975,
2018-12-31 00:10:00,5.2846550644215275,
2018-12-31 00:20:00,4.957341673962682,
2018-12-31 00:30:00,5.381763041312494,
2018-12-31 00:40:00,4.479624302812928,
2018-12-31 00:47,,8.244
2018-12-31 00:50:00,5.987622167009915,
2018-12-31 01:00:00,6.517576238469544,
2018-12-31 01:10:00,6.347984314717153,
2018-12-31 01:20:00,5.419517933651946,
2018-12-31 01:30:00,5.525857545235353,
2018-12-31 01:40:00,6.090351935053751,
2018-12-31 01:50:00,6.402143429959184,
2018-12-31 02:00:00,5.072563120328523,
2018-12-31 02:10:00,4.792526466726614,
2018-12-31 02:20:00,5.256322161546205,
2018-12-31 02:30:00,5.343957380268755,
2018-12-31 02:40:00,5.805830664706614,
2018-12-31 02:50:00,6.301045006664252,
2018-12-31 03:00:00,6.037393369019265,
2018-12-31 03:10:00,4.314986803924162,
2018-12-31 03:20:00,3.8651916923633385,
2018-12-31 03:30:00,1.3545688380602963,
2018-12-31 03:40:00,-0.4073698421510897,
2018-12-31 03:50:00,-0.8467421088960507,
2018-12-31 04:00:00,-0.9943533797182202,
2018-12-31 04:10:00,-0.8302522025003194,
2018-12-31 04:20:00,-2.006281768103103,
2018-12-31 04:30:00,-1.9758712954477538,
2018-12-31 04:40:00,-2.398316907155758,
2018-12-31 04:50:00,-1.627492182688145,
2018-12-31 05:00:00,-1.3944192123089951,
2018-12-31 05:10:00,-1.1467123273100475,
2018-12-31 05:20:00,-1.6330666668898255,
2018-12-31 05:30:00,-1.9795277135770895,
2018-12-31 05:40:00,-2.915086264860242,
2018-12-31 05:44,,5.086
2018-12-31 05:50:00,-2.985758784704665,
2018-12-31 06:00:00,-0.5934744680301435,
2018-12-31 06:10:00,-1.0902535318093376,
2018-12-31 06:20:00,-1.5404274005581793,
2018-12-31 06:30:00,-5.583049473379923,
2018-12-31 06:40:00,-5.093050250009435,
2018-12-31 06:50:00,-5.1427921785347275,
2018-12-31 07:00:00,-3.9546406369881812,
2018-12-31 07:10:00,-3.0862926923656904,
2018-12-31 07:20:00,-2.419620315647826,
2018-12-31 07:30:00,-2.269256173295447,
2018-12-31 07:40:00,-1.1182735130536094,
2018-12-31 07:50:00,-0.8611488548566081,
2018-12-31 08:00:00,-0.6262197547514312,
2018-12-31 08:10:00,-0.33391328356310734,
2018-12-31 08:20:00,-0.7985486061995651,
2018-12-31 08:30:00,-0.5403121978454368,
2018-12-31 08:40:00,3.0417196925957444,
2018-12-31 08:50:00,1.9262164805312871,
2018-12-31 09:00:00,2.9071110254068615,
2018-12-31 09:10:00,4.020033578433239,
2018-12-31 09:20:00,4.47074602213557,
2018-12-31 09:30:00,4.058406400158918,
2018-12-31 09:40:00,5.325194941117379,
2018-12-31 09:50:00,4.388440778532295,
2018-12-31 10:00:00,3.6151457721343365,
2018-12-31 10:10:00,4.209031438344186,
2018-12-31 10:20:00,4.566641336050163,
2018-12-31 10:30:00,5.764705870541227,
2018-12-31 10:40:00,4.529243318977029,
2018-12-31 10:50:00,5.378317912805343,
2018-12-31 11:00:00,6.11301462559448,
2018-12-31 11:10:00,5.430160242235493,
2018-12-31 11:20:00,4.154586796511333,
2018-12-31 11:30:00,5.375481492594321,
2018-12-31 11:40:00,5.173235279584206,
2018-12-31 11:50:00,4.041975657090392,
2018-12-31 12:00:00,3.774039341162778,
2018-12-31 12:09,,11.731
2018-12-31 12:10:00,3.4610515754233013,
2018-12-31 12:20:00,2.43579863084499,
2018-12-31 12:30:00,3.2891554540657277,
2018-12-31 12:40:00,5.6339334661357245,
2018-12-31 12:50:00,4.753134590176073,
2018-12-31 13:00:00,5.017352226614324,
2018-12-31 13:10:00,7.043579033694126,
2018-12-31 13:20:00,6.21674072649615,
2018-12-31 13:30:00,6.135379311882322,
2018-12-31 13:40:00,6.2934674423516155,
2018-12-31 13:50:00,7.260198315342284,
2018-12-31 14:00:00,6.445731420515433,
2018-12-31 14:10:00,6.942103855652615,
2018-12-31 14:20:00,7.569538034507978,
2018-12-31 14:30:00,8.638743422402179,
2018-12-31 14:40:00,8.201739848956247,
2018-12-31 14:50:00,8.372612343001427,
2018-12-31 15:00:00,10.273731833549368,
2018-12-31 15:10:00,11.029108713239033,
2018-12-31 15:20:00,12.288779302592891,
2018-12-31 15:30:00,11.211504202138613,
2018-12-31 15:40:00,13.513812597467032,
2018-12-31 15:50:00,12.742594800614702,
2018-12-31 16:00:00,12.32902766531585,
2018-12-31 16:10:00,9.204972853053908,
2018-12-31 16:20:00,10.279757969507521,
2018-12-31 16:30:00,10.700277507254603,
2018-12-31 16:40:00,10.732072816062708,
2018-12-31 16:50:00,9.507834916460794,
2018-12-31 17:00:00,8.331881854032844,
2018-12-31 17:10:00,8.095924586908938,
2018-12-31 17:20:00,7.416918462493563,
2018-12-31 17:30:00,7.27673676090722,
2018-12-31 17:40:00,6.265873733882972,
2018-12-31 17:50:00,6.8386703018966655,
2018-12-31 18:00:00,5.556326784161747,
2018-12-31 18:10:00,3.6827467079855136,
2018-12-31 18:20:00,4.216157757458011,
2018-12-31 18:30:00,4.566959144402367,
2018-12-31 18:40:00,1.423795027306768,
2018-12-31 18:50:00,0.5857517236070993,
2018-12-31 19:00:00,-0.8709384608363606,
2018-12-31 19:10:00,-0.8743687460193653,
2018-12-31 19:18,,1.070
2018-12-31 19:20:00,-0.8337756165247486,
2018-12-31 19:30:00,-1.0134790121014527,
2018-12-31 19:40:00,-2.480279009921936,
2018-12-31 19:50:00,-4.486206364408671,
2018-12-31 20:00:00,-2.8678733936229146,
2018-12-31 20:10:00,-0.7003079251898765,
2018-12-31 20:20:00,-0.6963762688897803,
2018-12-31 20:30:00,-0.5557947896087588,
2018-12-31 20:40:00,-0.08678136973348602,
2018-12-31 20:50:00,0.3804644260224888,
2018-12-31 21:00:00,-0.779930755588501,
2018-12-31 21:10:00,1.089266801133817,
2018-12-31 21:20:00,1.7396204603085328,
2018-12-31 21:30:00,2.29199089330975,
2018-12-31 21:40:00,2.0522051177848386,
2018-12-31 21:50:00,1.0118381557015153,
2018-12-31 22:00:00,-0.4684590222363902,
2018-12-31 22:10:00,-0.5369097145452214,
2018-12-31 22:20:00,-0.8257077899210831,
2018-12-31 22:30:00,-0.4802624407738173,
2018-12-31 22:40:00,2.09118134874628,
2018-12-31 22:50:00,2.437735088024488,
2018-12-31 23:00:00,2.066140596076342,
2018-12-31 23:10:00,4.333832681048557,
2018-12-31 23:20:00,-0.5573252940166411,
2018-12-31 23:30:00,-0.7127894990826803,
2018-12-31 23:40:00,0.7991282320053883,
2018-12-31 23:50:00,-0.5918868050129644,
2019-01-01 02:21,,9.022
